institution_name,institution_state,student_state,student_city,term_year,term_semester,total_inquiries,total_app_starts,total_app_submits,total_admits,total_deposits,total_net_deposits,total_enrolled
Central Washington University,WA,WA,Kingston,2026,Fall,31,9,7,6,1,1,1
Central Washington University,WA,WA,E Wenatchee,2026,Fall,31,13,12,11,4,4,5
Central Washington University,WA,WA,Rainier,2025,Fall,31,9,8,7,4,3,4
Central Washington University,WA,WA,Elma,2026,Fall,31,20,12,9,3,3,3
Central Washington University,WA,OR,Eugene,2026,Fall,30,3,3,3,0,0,0
Central Washington University,WA,WA,Edmonds,2024,Fall,30,56,49,45,18,17,22
Central Washington University,WA,CA,Long Beach,2025,Fall,30,7,5,5,0,0,0
Central Washington University,WA,WA,Raymond,2025,Fall,30,7,4,4,3,3,3
Central Washington University,WA,AZ,Phoenix,2026,Fall,30,5,3,3,0,0,0
Central Washington University,WA,WA,Colville,2024,Fall,30,4,4,4,1,1,1
Central Washington University,WA,WA,Roy,2025,Fall,30,16,11,11,4,4,4
Central Washington University,WA,CA,San Diego,2026,Fall,30,10,9,6,0,0,0
Central Washington University,WA,WA,North Bend,2025,Fall,30,37,33,29,13,12,15
Central Washington University,WA,WA,Mercer Island,2025,Fall,30,13,11,10,2,1,2
Central Washington University,WA,WA,Benton City,2025,Fall,30,20,16,13,1,1,1
Central Washington University,WA,WA,Mabton,2026,Fall,30,15,15,15,2,2,2
Central Washington University,WA,WA,Mill Creek,2025,Fall,30,22,20,19,6,5,7
Central Washington University,WA,CA,Pasadena,2026,Fall,30,1,1,0,0,0,0
Central Washington University,WA,WA,Port Angeles,2025,Fall,29,17,15,12,4,3,5
Central Washington University,WA,WA,Manson,2024,Fall,29,14,11,10,5,5,7
Central Washington University,WA,OR,Beaverton,2025,Fall,29,16,13,13,2,1,3
Central Washington University,WA,HI,Mililani,2025,Fall,29,5,3,3,0,0,0
Central Washington University,WA,WA,Enumclaw,2024,Fall,29,53,44,41,21,21,23
Central Washington University,WA,AK,Sitka,2026,Fall,29,4,4,4,1,1,1
Central Washington University,WA,WA,Monroe,2025,Fall,29,33,26,21,13,12,13
Central Washington University,WA,HI,Kaneohe,2025,Fall,29,5,5,5,1,0,1
Central Washington University,WA,WA,Royal City,2026,Fall,29,23,18,15,7,7,7
Central Washington University,WA,CA,Yorba Linda,2024,Fall,29,5,3,3,0,0,0
Central Washington University,WA,WA,University Place,2025,Fall,29,27,20,19,9,9,10
Central Washington University,WA,CA,Placentia,2024,Fall,29,1,1,1,0,0,0
Central Washington University,WA,WA,Connell,2026,Fall,29,9,7,5,2,2,2
Central Washington University,WA,WA,Mercer Island,2026,Fall,29,19,17,15,3,3,3
Central Washington University,WA,WA,Des Moines,2024,Fall,29,48,42,39,13,12,16
Central Washington University,WA,WA,Burien,2024,Fall,29,51,46,45,12,10,16
Central Washington University,WA,WA,College Place,2026,Fall,28,7,7,6,3,3,4
Central Washington University,WA,WA,Seatac,2024,Fall,28,50,45,40,17,11,18
Central Washington University,WA,CA,Gardena,2025,Fall,28,0,0,0,0,0,0
Central Washington University,WA,WA,Fife,2024,Fall,28,26,23,22,10,7,12
Central Washington University,WA,WA,Okanogan,2025,Fall,28,10,8,8,4,3,4
Central Washington University,WA,WA,Chewelah,2026,Fall,28,0,0,0,0,0,0
Central Washington University,WA,WA,Elma,2025,Fall,28,12,10,9,4,2,4
Central Washington University,WA,WA,Sedro Woolley,2024,Fall,28,22,14,14,3,2,3
Central Washington University,WA,WA,Centralia,2024,Fall,28,28,20,18,9,7,9
Central Washington University,WA,WA,Tieton,2025,Fall,28,27,20,17,10,8,10
Central Washington University,WA,OR,Bend,2025,Fall,28,10,9,8,3,2,3
Central Washington University,WA,WA,Graham,2024,Fall,27,52,43,40,11,9,12
Central Washington University,WA,WA,Shelton,2024,Fall,27,30,27,26,9,8,10
Central Washington University,WA,HI,Kapolei,2025,Fall,27,3,3,3,2,2,2
Central Washington University,WA,WA,Arlington,2024,Fall,27,36,29,26,12,10,13
Central Washington University,WA,WA,Union Gap,2026,Fall,27,2,2,2,1,1,1
Central Washington University,WA,AK,Anchorage,2024,Fall,27,29,25,21,3,1,6
Central Washington University,WA,WA,Deer Park,2026,Fall,27,10,8,8,4,4,4
Central Washington University,WA,WA,Kelso,2025,Fall,27,24,20,18,11,7,11
Central Washington University,WA,WA,Buckley,2024,Fall,27,34,28,26,10,8,13
Central Washington University,WA,WA,Rainier,2026,Fall,27,6,5,4,2,2,2
Central Washington University,WA,WA,Steilacoom,2026,Fall,26,18,18,15,6,6,6
Central Washington University,WA,WA,Monroe,2026,Fall,26,32,28,26,6,6,7
Central Washington University,WA,WA,Fircrest,2025,Fall,26,9,8,7,3,2,3
Central Washington University,WA,WA,Ferndale,2024,Fall,26,20,19,18,9,8,11
Central Washington University,WA,WA,Edgewood,2025,Fall,26,26,22,21,5,5,7
Central Washington University,WA,WA,Brewster,2025,Fall,26,16,12,11,5,4,7
Central Washington University,WA,WA,Brewster,2024,Fall,26,16,14,13,4,2,5
Central Washington University,WA,MT,Kalispell,2025,Fall,26,2,1,1,1,1,1
Central Washington University,WA,WA,Anacortes,2026,Fall,25,18,16,15,4,4,5
Central Washington University,WA,WA,Burlington,2025,Fall,25,26,20,18,4,4,5
Central Washington University,WA,WA,Belfair,2026,Fall,25,9,7,5,2,2,2
Central Washington University,WA,WA,Rochester,2026,Fall,25,9,5,4,2,2,2
Central Washington University,WA,ID,Caldwell,2026,Fall,25,1,0,0,0,0,0
Central Washington University,WA,WA,Stanwood,2026,Fall,25,18,15,12,5,5,5
Central Washington University,WA,MT,Missoula,2026,Fall,25,5,5,4,2,2,2
Central Washington University,WA,WA,Sumner,2025,Fall,25,28,24,20,10,6,11
Central Washington University,WA,WA,Fife,2026,Fall,25,17,16,14,6,6,6
Central Washington University,WA,WA,Seabeck,2026,Fall,24,7,6,6,1,0,1
Central Washington University,WA,CA,Santa Clarita,2025,Fall,24,1,1,0,0,0,0
Central Washington University,WA,WA,Stanwood,2025,Fall,24,17,15,12,6,5,6
Central Washington University,WA,CA,Hawthorne,2025,Fall,24,1,1,1,0,0,0
Central Washington University,WA,CA,Tustin,2026,Fall,24,2,1,0,0,0,0
Central Washington University,WA,WA,Mukilteo,2026,Fall,24,18,16,16,3,3,3
Central Washington University,WA,WA,Bainbridge Is,2026,Fall,24,3,3,2,0,0,0
Central Washington University,WA,WA,Rainier,2024,Fall,24,9,9,9,4,3,4
Central Washington University,WA,WA,Eatonville,2025,Fall,24,16,14,11,5,4,6
Central Washington University,WA,MT,Billings,2026,Fall,24,4,1,1,0,0,0
Central Washington University,WA,ID,Boise,2024,Fall,24,14,12,11,6,4,7
Central Washington University,WA,WA,Kalama,2026,Fall,24,10,6,5,2,2,2
Central Washington University,WA,WA,Warden,2025,Fall,23,10,8,8,4,3,4
Central Washington University,WA,OR,Salem,2025,Fall,23,15,14,14,4,4,5
Central Washington University,WA,OR,Happy Valley,2025,Fall,23,6,6,6,3,1,3
Central Washington University,WA,WA,Eatonville,2026,Fall,23,8,8,8,4,4,5
Central Washington University,WA,WA,Silverdale,2024,Fall,23,31,26,23,9,9,9
Central Washington University,WA,WA,College Place,2025,Fall,23,4,3,3,1,1,1
Central Washington University,WA,WA,Leavenworth,2025,Fall,23,20,18,14,8,7,8
Central Washington University,WA,WA,Warden,2026,Fall,23,7,6,4,0,0,0
Central Washington University,WA,WA,Sequim,2026,Fall,23,17,14,13,1,1,1
Central Washington University,WA,WA,Okanogan,2026,Fall,22,7,7,7,1,1,1
Central Washington University,WA,HI,Kahului,2025,Fall,22,6,4,4,2,2,2
Central Washington University,WA,CA,La Verne,2024,Fall,22,1,0,0,0,0,0
Central Washington University,WA,CA,Anaheim,2024,Fall,22,1,0,0,0,0,0
Central Washington University,WA,WA,Mabton,2025,Fall,22,17,13,12,6,5,6
Central Washington University,WA,WA,Moxee,2024,Fall,22,27,26,22,7,7,10
Central Washington University,WA,WA,Medical Lake,2026,Fall,22,6,3,3,2,2,2
Central Washington University,WA,WA,Tieton,2026,Fall,22,12,9,8,3,2,3
Central Washington University,WA,WA,Montesano,2025,Fall,22,19,17,14,4,4,4
Central Washington University,WA,HI,Hilo,2025,Fall,22,6,5,3,0,0,0
Central Washington University,WA,WA,Anacortes,2025,Fall,22,18,15,15,4,3,5
Central Washington University,WA,WA,Kelso,2024,Fall,21,24,18,16,4,3,8
Central Washington University,WA,WA,Omak,2026,Fall,21,14,10,8,3,3,3
Central Washington University,WA,OR,Eugene,2024,Fall,21,7,6,5,0,0,0
Central Washington University,WA,OR,Gresham,2025,Fall,21,7,4,4,1,1,1
Central Washington University,WA,WA,Dupont,2025,Fall,21,28,24,21,5,3,6
Central Washington University,WA,WA,Royal City,2024,Fall,21,6,4,3,2,2,2
Central Washington University,WA,WA,Davenport,2026,Fall,21,2,1,1,1,1,1
Central Washington University,WA,WA,Fircrest,2026,Fall,21,4,3,3,1,1,1
Central Washington University,WA,WA,Mead,2025,Fall,21,8,7,6,3,3,3
Central Washington University,WA,WA,Omak,2024,Fall,21,16,12,10,5,3,5
Central Washington University,WA,WA,Monroe,2024,Fall,21,36,33,31,7,5,11
Central Washington University,WA,CA,Baldwin Park,2026,Fall,21,0,0,0,0,0,0
Central Washington University,WA,WA,Sumner,2026,Fall,21,17,15,14,3,3,3
Central Washington University,WA,WA,Lakebay,2025,Fall,21,5,4,4,2,2,2
Central Washington University,WA,CA,Palmdale,2025,Fall,21,3,1,1,0,0,0
Central Washington University,WA,HI,Lihue,2026,Fall,21,1,1,1,0,0,0
Central Washington University,WA,WA,Mabton,2024,Fall,21,24,19,16,3,3,3
Central Washington University,WA,WA,Carnation,2026,Fall,20,15,13,13,5,5,5
Central Washington University,WA,WA,Leavenworth,2026,Fall,20,18,15,13,3,3,3
Central Washington University,WA,WA,Tumwater,2026,Fall,20,11,9,8,4,4,4
Central Washington University,WA,WA,Mead,2026,Fall,20,2,2,2,0,0,0
Central Washington University,WA,WA,Kalama,2025,Fall,20,7,5,5,5,4,5
Central Washington University,WA,CA,Compton,2026,Fall,20,0,0,0,0,0,0
Central Washington University,WA,WA,Cle Elum,2024,Fall,20,22,18,16,6,6,9
Central Washington University,WA,WA,Granger,2024,Fall,20,30,28,26,4,3,5
Central Washington University,WA,HI,Wailuku,2025,Fall,20,2,2,1,1,1,1
Central Washington University,WA,WA,Benton City,2026,Fall,20,14,13,10,2,2,2
Central Washington University,WA,OR,Bend,2026,Fall,20,9,9,9,1,1,1
Central Washington University,WA,WA,Milton,2025,Fall,20,14,12,11,3,3,3
Central Washington University,WA,TX,El Paso,2026,Fall,20,2,1,1,0,0,0
Central Washington University,WA,WA,Mattawa,2024,Fall,20,31,25,22,9,7,12
Central Washington University,WA,HI,Lahaina,2026,Fall,20,4,3,3,0,0,0
Central Washington University,WA,WA,Mukilteo,2025,Fall,20,24,22,22,6,6,6
Central Washington University,WA,WA,Milton,2026,Fall,19,7,6,6,1,1,1
Central Washington University,WA,WA,Kenmore,2024,Fall,19,26,25,24,4,2,5
Central Washington University,WA,WA,Pullman,2025,Fall,19,12,9,9,3,1,3
Central Washington University,WA,WA,Moxee,2026,Fall,19,27,20,14,6,6,6
Central Washington University,WA,WA,Tieton,2024,Fall,19,24,21,18,12,10,12
Central Washington University,WA,WA,College Place,2024,Fall,19,12,7,7,1,0,1
Central Washington University,WA,WA,Onalaska,2026,Fall,19,9,5,3,1,1,1
Central Washington University,WA,WA,Battle Ground,2025,Fall,19,23,19,16,6,5,7
Central Washington University,WA,WA,Lakebay,2026,Fall,19,7,5,4,1,1,1
Central Washington University,WA,WA,Montesano,2026,Fall,19,9,8,5,2,2,2
Central Washington University,WA,WA,North Bend,2024,Fall,19,29,26,23,4,2,5
Central Washington University,WA,TX,San Antonio,2026,Fall,19,4,2,2,0,0,0
Central Washington University,WA,ID,Post Falls,2026,Fall,19,3,2,2,1,1,1
Central Washington University,WA,WA,Naches,2026,Fall,19,9,8,7,3,3,3
Central Washington University,WA,WA,Lake Tapps,2026,Fall,19,10,10,8,6,6,6
Central Washington University,WA,MT,Kalispell,2026,Fall,19,1,0,0,0,0,0
Central Washington University,WA,WA,Ravensdale,2026,Fall,19,6,4,4,4,4,4
Central Washington University,WA,Greater Accra Region,Accra,2024,Fall,19,0,0,0,0,0,0
Central Washington University,WA,HI,Makawao,2025,Fall,19,7,6,5,0,0,0
Central Washington University,WA,WA,Oroville,2026,Fall,19,2,2,2,1,1,1
Central Washington University,WA,OR,Oregon City,2026,Fall,19,4,4,4,0,0,0
Central Washington University,WA,HI,Kailua,2025,Fall,18,1,0,0,0,0,0
Central Washington University,WA,WA,Edgewood,2024,Fall,18,20,19,15,7,6,8
Central Washington University,WA,AZ,Phoenix,2024,Fall,18,8,8,6,2,2,3
Central Washington University,WA,WA,Westport,2026,Fall,18,5,4,3,1,1,1
Central Washington University,WA,WA,Coupeville,2025,Fall,18,6,5,4,1,1,1
Central Washington University,WA,WA,Toledo,2026,Fall,18,3,3,3,1,1,1
Central Washington University,WA,WA,Newcastle,2025,Fall,18,27,25,21,5,5,5
Central Washington University,WA,CA,Duarte,2025,Fall,18,0,0,0,0,0,0
Central Washington University,WA,CA,Redondo Beach,2026,Fall,18,2,2,2,0,0,0
Central Washington University,WA,WA,Kettle Falls,2025,Fall,18,4,3,3,1,0,1
Central Washington University,WA,WA,Port Angeles,2026,Fall,18,16,15,11,3,3,3
Central Washington University,WA,AK,Ketchikan,2026,Fall,18,5,5,5,1,1,1
Central Washington University,WA,WA,Bainbridge Is,2024,Fall,18,22,22,21,2,2,4
Central Washington University,WA,ID,Meridian,2025,Fall,18,11,7,7,2,0,2
Central Washington University,WA,WA,Coupeville,2026,Fall,18,4,4,4,1,1,1
Central Washington University,WA,CA,Glendale,2026,Fall,18,2,2,2,0,0,0
Central Washington University,WA,WA,Castle Rock,2026,Fall,18,9,9,8,2,2,2
Central Washington University,WA,WA,Dupont,2024,Fall,18,30,27,25,7,7,9
Central Washington University,WA,WA,Mercer Island,2024,Fall,18,21,20,18,4,3,5
Central Washington University,WA,WA,Mesa,2025,Fall,18,7,6,6,2,1,2
Central Washington University,WA,CA,Upland,2025,Fall,18,0,0,0,0,0,0
Central Washington University,WA,WA,Davenport,2024,Fall,18,5,4,4,2,1,2
Central Washington University,WA,WA,Sultan,2025,Fall,18,10,5,4,2,2,2
Central Washington University,WA,CA,Alhambra,2026,Fall,18,0,0,0,0,0,0
Central Washington University,WA,WA,Friday Harbor,2025,Fall,18,7,7,7,0,0,0
Central Washington University,WA,WA,Camano Island,2026,Fall,18,19,17,15,6,6,6
Central Washington University,WA,WA,Mesa,2026,Fall,18,4,3,3,2,1,2
Central Washington University,WA,WA,Stanwood,2024,Fall,17,27,24,22,7,7,9
Central Washington University,WA,WA,Burlington,2024,Fall,17,18,14,12,3,1,3
Central Washington University,WA,WA,Westport,2025,Fall,17,3,3,1,0,0,0
Central Washington University,WA,OR,Redmond,2026,Fall,17,5,4,4,3,3,3
Central Washington University,WA,WA,Sequim,2024,Fall,17,19,15,13,5,4,7
Central Washington University,WA,WA,White Salmon,2025,Fall,17,8,8,6,1,1,2
Central Washington University,WA,WA,Chattaroy,2026,Fall,17,6,5,4,2,2,2
Central Washington University,WA,HI,Kapaa,2026,Fall,17,1,1,1,0,0,0
Central Washington University,WA,CA,Riverside,2026,Fall,17,2,2,2,0,0,0
Central Washington University,WA,WA,East Wenatchee,2024,Fall,17,14,11,7,5,5,7
Central Washington University,WA,WA,Port Angeles,2024,Fall,17,16,11,9,3,2,3
Central Washington University,WA,WA,Union Gap,2024,Fall,17,15,13,12,7,6,7
Central Washington University,WA,WA,Medical Lake,2024,Fall,17,6,5,2,1,1,1
Central Washington University,WA,ID,Coeur D Alene,2026,Fall,17,3,3,3,0,0,0
Central Washington University,WA,WA,Connell,2025,Fall,17,5,4,4,2,2,2
Central Washington University,WA,Greater Accra Region,Accra,2025,Fall,17,0,0,0,0,0,0
Central Washington University,WA,WA,Woodinville,2024,Fall,17,38,35,31,8,5,10
Central Washington University,WA,HI,Kapaa,2025,Fall,17,1,1,0,0,0,0
Central Washington University,WA,HI,Kamuela,2026,Fall,17,2,2,2,0,0,0
Central Washington University,WA,WA,Roy,2024,Fall,17,14,12,12,3,3,4
Central Washington University,WA,WA,Aberdeen,2024,Fall,16,31,25,22,7,5,8
Central Washington University,WA,OR,Springfield,2026,Fall,16,1,1,1,0,0,0
Central Washington University,WA,OR,Roseburg,2026,Fall,16,3,3,1,0,0,0
Central Washington University,WA,WA,Oroville,2025,Fall,16,7,5,5,3,2,3
Central Washington University,WA,CO,Denver,2026,Fall,16,9,8,7,1,1,1
Central Washington University,WA,CA,Pomona,2025,Fall,16,3,2,2,0,0,0
Central Washington University,WA,WA,Fox Island,2026,Fall,16,7,6,6,2,2,2
Central Washington University,WA,WA,Brewster,2026,Fall,16,12,10,10,2,2,2
Central Washington University,WA,UT,West Valley City,2025,Fall,16,0,0,0,0,0,0
Central Washington University,WA,WA,Newman Lake,2026,Fall,16,3,2,2,0,0,0
Central Washington University,WA,HI,Lihue,2025,Fall,16,3,1,1,1,1,1
Central Washington University,WA,WA,Onalaska,2024,Fall,16,6,4,4,2,1,2
Central Washington University,WA,HI,Keaau,2026,Fall,16,2,2,1,1,1,0
Central Washington University,WA,WA,Ravensdale,2025,Fall,16,5,5,5,0,0,0
Central Washington University,WA,WA,Otis Orchards,2026,Fall,16,0,0,0,0,0,0
Central Washington University,WA,WA,Friday Harbor,2026,Fall,16,3,1,1,0,0,0
Central Washington University,WA,AK,Sitka,2025,Fall,16,6,5,3,0,0,0
Central Washington University,WA,WA,Cheney,2026,Fall,16,7,7,6,2,2,2
Central Washington University,WA,HI,Wahiawa,2026,Fall,16,4,4,3,1,1,1
Central Washington University,WA,ID,Nampa,2025,Fall,16,7,4,4,2,0,2
Central Washington University,WA,WA,Kettle Falls,2024,Fall,16,6,4,4,1,1,1
Central Washington University,WA,WA,Forks,2025,Fall,16,12,8,7,4,4,4
Central Washington University,WA,WA,Kalama,2024,Fall,16,9,9,8,6,5,6
Central Washington University,WA,CA,Upland,2026,Fall,16,0,0,0,0,0,0
Central Washington University,WA,CO,Aurora,2026,Fall,16,5,5,4,0,0,0
Central Washington University,WA,HI,Makawao,2026,Fall,16,4,4,4,1,1,1
Central Washington University,WA,HI,Wailuku,2026,Fall,16,3,3,3,0,0,0
Central Washington University,WA,WA,Duvall,2025,Fall,16,22,18,18,11,9,11
Central Washington University,WA,CA,Glendale,2025,Fall,15,0,0,0,0,0,0
Central Washington University,WA,WA,Benton City,2024,Fall,15,11,10,9,4,4,4
Central Washington University,WA,CA,San Diego,2025,Fall,15,8,8,8,1,1,1
Central Washington University,WA,CA,San Gabriel,2026,Fall,15,1,0,0,0,0,0
Central Washington University,WA,WA,Naches,2025,Fall,15,9,7,7,5,5,5
Central Washington University,WA,OR,Ontario,2024,Fall,15,2,1,1,0,0,0
Central Washington University,WA,WA,Burlington,2026,Fall,15,19,15,12,2,2,2
Central Washington University,WA,WA,Fircrest,2024,Fall,15,18,15,15,8,7,8
Central Washington University,WA,WA,Pullman,2026,Fall,15,15,11,8,4,4,4
Central Washington University,WA,ID,Nampa,2026,Fall,15,1,0,0,0,0,0
Central Washington University,WA,HI,Pearl City,2024,Fall,15,4,3,3,0,0,0
Central Washington University,WA,WA,Mill Creek,2026,Fall,15,6,5,4,0,0,0
Central Washington University,WA,OR,Springfield,2025,Fall,15,1,1,1,1,1,1
Central Washington University,WA,WA,Soap Lake,2026,Fall,15,6,5,4,3,3,3
Central Washington University,WA,WA,Belfair,2025,Fall,15,12,9,9,4,4,5
Central Washington University,WA,WA,Neah Bay,2025,Fall,15,5,3,3,0,0,0
Central Washington University,WA,WA,Vashon,2026,Fall,15,9,7,6,1,1,1
Central Washington University,WA,HI,Lahaina,2025,Fall,15,2,1,1,0,0,0
Central Washington University,WA,ID,Post Falls,2025,Fall,15,4,2,1,1,1,1
Central Washington University,WA,WA,Tonasket,2026,Fall,15,8,8,8,1,1,1
Central Washington University,WA,HI,Kamuela,2025,Fall,15,2,2,2,1,0,1
Central Washington University,WA,WA,Kettle Falls,2026,Fall,15,3,3,3,2,2,2
Central Washington University,WA,WA,Chewelah,2025,Fall,15,0,0,0,0,0,0
Central Washington University,WA,CA,Torrance,2026,Fall,15,2,2,1,0,0,0
Central Washington University,WA,CA,Fresno,2026,Fall,15,1,1,1,0,0,0
Central Washington University,WA,CA,Tustin,2025,Fall,15,1,0,0,0,0,0
Central Washington University,WA,OR,Lake Oswego,2025,Fall,15,5,5,5,2,2,2
Central Washington University,WA,CA,Montebello,2026,Fall,14,1,1,1,0,0,0
